trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
361,False,"{'a': 0.85, 'e': 0.9355440815549994}",25,0,-143.4992672667336,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
362,False,"{'a': 0.85, 'e': 0.9351904038880602}",20,0,-130.1467174318894,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
363,False,"{'a': 0.85, 'e': 0.9348357910307951}",25,0,-98.3128610488393,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
364,False,"{'a': 0.85, 'e': 0.9344802433378168}",20,0,-94.26073934262925,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
365,False,"{'a': 0.85, 'e': 0.9341237611646731}",30,0,-172.55619629543494,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
366,False,"{'a': 0.85, 'e': 0.933766344867846}",25,0,-99.0935918409573,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
367,False,"{'a': 0.85, 'e': 0.933407994804752}",30,0,-185.28973939858633,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
368,False,"{'a': 0.85, 'e': 0.9330487113337409}",20,0,-12.722935307135717,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
369,False,"{'a': 0.85, 'e': 0.9326884948140962}",25,0,-178.64214404042954,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
370,False,"{'a': 0.85, 'e': 0.9323273456060345}",20,0,-64.94255671540765,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
371,False,"{'a': 0.85, 'e': 0.9319652640707048}",20,0,-181.08643745572505,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
372,False,"{'a': 0.85, 'e': 0.9316022505701886}",20,0,-69.38349439404057,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
373,False,"{'a': 0.85, 'e': 0.9312383054674996}",20,0,-36.42587213319928,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
374,False,"{'a': 0.85, 'e': 0.9308734291265828}",25,0,-134.81295230826504,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
375,False,"{'a': 0.85, 'e': 0.9305076219123143}",25,9,-62.625610833182265,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 0}",1
376,False,"{'a': 0.85, 'e': 0.9301408841905014}",20,7,-27.483435804899184,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
377,False,"{'a': 0.85, 'e': 0.929773216327882}",25,0,-135.15259763264936,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
378,False,"{'a': 0.85, 'e': 0.9294046186921237}",20,0,-96.6445195755588,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
379,False,"{'a': 0.85, 'e': 0.9290350916518241}",30,0,-209.01089420187193,"{0: 13, 1: 3, 2: 11, 3: 1, 4: 2}",0
380,False,"{'a': 0.85, 'e': 0.9286646355765102}",20,0,-148.38371481600913,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
381,False,"{'a': 0.85, 'e': 0.9282932508366383}",30,0,-154.60167440303937,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
382,False,"{'a': 0.85, 'e': 0.9279209378035927}",20,14,0.2901455965786628,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.85, 'e': 0.9275476968496869}",20,0,-126.30502503528213,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
384,False,"{'a': 0.85, 'e': 0.9271735283481612}",20,0,-149.7754218098001,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
385,False,"{'a': 0.85, 'e': 0.9267984326731847}",25,0,-135.5305909453479,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
386,False,"{'a': 0.85, 'e': 0.9264224101998526}",20,0,-97.3539832764363,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
387,False,"{'a': 0.85, 'e': 0.9260454613041876}",20,8,-37.562916499382446,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
388,False,"{'a': 0.85, 'e': 0.9256675863631385}",20,0,-64.70301593515616,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
389,False,"{'a': 0.85, 'e': 0.9252887857545801}",20,0,-152.82580190528654,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
390,False,"{'a': 0.85, 'e': 0.9249090598573131}",20,0,-58.41994577372171,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
391,False,"{'a': 0.85, 'e': 0.9245284090510633}",20,0,-145.30157374696302,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
392,False,"{'a': 0.85, 'e': 0.9241468337164814}",25,11,-29.090451202283308,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.85, 'e': 0.9237643342351429}",25,0,-53.8430599884283,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
394,False,"{'a': 0.85, 'e': 0.9233809109895471}",20,0,-105.7269837051066,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
395,False,"{'a': 0.85, 'e': 0.9229965643631173}",20,0,-74.74039755984347,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
396,False,"{'a': 0.85, 'e': 0.9226112947402}",35,0,-287.141953784497,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 5}",0
397,False,"{'a': 0.85, 'e': 0.9222251025060648}",25,0,-119.62467458554529,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
398,False,"{'a': 0.85, 'e': 0.9218379880469041}",20,0,-191.52116233432238,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
399,False,"{'a': 0.85, 'e': 0.921449951749832}",30,17,-13.021782010591222,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
400,False,"{'a': 0.85, 'e': 0.9210609940028851}",25,0,-51.827983980990815,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
401,False,"{'a': 0.85, 'e': 0.9206711151950209}",20,0,-65.29038878394066,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
402,False,"{'a': 0.85, 'e': 0.9202803157161181}",20,0,-28.429602846473973,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
403,False,"{'a': 0.85, 'e': 0.9198885959569765}",25,0,-87.84691340003877,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
404,False,"{'a': 0.85, 'e': 0.9194959563093155}",20,0,-98.42424316754087,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
405,False,"{'a': 0.85, 'e': 0.9191023971657747}",20,0,-125.58408043512381,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
406,False,"{'a': 0.85, 'e': 0.9187079189199134}",20,16,6.7808467249696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.85, 'e': 0.9183125219662098}",30,0,-125.66570614675516,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
408,False,"{'a': 0.85, 'e': 0.9179162067000607}",25,0,-98.6373764490146,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
409,False,"{'a': 0.85, 'e': 0.9175189735177814}",20,0,-62.076289801907414,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
410,False,"{'a': 0.85, 'e': 0.9171208228166051}",20,4,-93.71793298001946,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
411,False,"{'a': 0.85, 'e': 0.9167217549946823}",25,0,-47.82752521161285,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
412,False,"{'a': 0.85, 'e': 0.916321770451081}",25,0,-114.53006465088183,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
413,False,"{'a': 0.85, 'e': 0.9159208695857856}",25,0,-202.9861576765381,"{0: 10, 1: 1, 2: 11, 3: 1, 4: 2}",0
414,False,"{'a': 0.85, 'e': 0.9155190527996969}",20,0,-140.71530457376997,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
415,False,"{'a': 0.85, 'e': 0.9151163204946318}",25,2,-83.22394225498121,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 2}",1
416,False,"{'a': 0.85, 'e': 0.9147126730733223}",30,0,-149.3271276252062,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
417,False,"{'a': 0.85, 'e': 0.914308110939416}",25,0,-153.60991612654203,"{0: 11, 1: 5, 2: 6, 3: 2, 4: 1}",0
418,False,"{'a': 0.85, 'e': 0.913902634497475}",25,0,-105.86524951061486,"{0: 13, 1: 1, 2: 11, 3: 0, 4: 0}",0
419,False,"{'a': 0.85, 'e': 0.9134962441529757}",25,0,-179.80106046872604,"{0: 14, 1: 6, 2: 1, 3: 0, 4: 4}",0
420,False,"{'a': 0.85, 'e': 0.9130889403123083}",20,0,-36.8700586058388,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
421,False,"{'a': 0.85, 'e': 0.9126807233827767}",25,0,-162.72269324478347,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
422,False,"{'a': 0.85, 'e': 0.9122715937725977}",20,0,-93.29459538417925,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
423,False,"{'a': 0.85, 'e': 0.911861551890901}",20,0,-11.128353841715903,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
424,False,"{'a': 0.85, 'e': 0.9114505981477284}",20,0,-44.39748254411859,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
425,False,"{'a': 0.85, 'e': 0.9110387329540337}",20,0,-38.92801465992556,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
426,False,"{'a': 0.85, 'e': 0.9106259567216819}",20,0,-124.65768744947357,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
427,False,"{'a': 0.85, 'e': 0.9102122698634492}",20,0,-104.63992221881286,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
428,False,"{'a': 0.85, 'e': 0.9097976727930226}",35,0,-132.20183726871298,"{0: 22, 1: 4, 2: 6, 3: 2, 4: 1}",0
429,False,"{'a': 0.85, 'e': 0.9093821659249989}",20,13,0.7950245727197982,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.85, 'e': 0.9089657496748851}",25,0,-39.320179649975856,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
431,False,"{'a': 0.85, 'e': 0.9085484244590974}",20,0,-95.71321230394027,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
432,False,"{'a': 0.85, 'e': 0.9081301906949609}",20,0,-141.34565568552767,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
433,False,"{'a': 0.85, 'e': 0.9077110488007095}",20,0,-79.59585833462141,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
434,False,"{'a': 0.85, 'e': 0.9072909991954848}",25,0,-80.32683976706646,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
435,False,"{'a': 0.85, 'e': 0.9068700422993367}",30,0,-56.99503870889274,"{0: 22, 1: 4, 2: 2, 3: 2, 4: 0}",0
436,False,"{'a': 0.85, 'e': 0.9064481785332217}",25,0,-153.35023609883405,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
437,False,"{'a': 0.85, 'e': 0.9060254083190037}",20,0,-153.22890587597473,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
438,False,"{'a': 0.85, 'e': 0.9056017320794529}",25,0,-54.02362061034879,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
439,False,"{'a': 0.85, 'e': 0.9051771502382456}",25,0,-118.42775226815779,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
440,False,"{'a': 0.85, 'e': 0.9047516632199635}",20,0,-139.60591610309135,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
441,False,"{'a': 0.85, 'e': 0.9043252714500934}",25,0,-78.09840027789504,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
442,False,"{'a': 0.85, 'e': 0.9038979753550274}",20,0,-92.1689764174389,"{0: 8, 1: 3, 2: 9, 3: 0, 4: 0}",0
443,False,"{'a': 0.85, 'e': 0.9034697753620612}",25,9,-4.586988183984045,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.85, 'e': 0.903040671899395}",20,0,-77.40375768395798,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
445,False,"{'a': 0.85, 'e': 0.9026106653961321}",20,0,-85.90291405647247,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
446,False,"{'a': 0.85, 'e': 0.9021797562822791}",20,0,-113.42671481621181,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
447,False,"{'a': 0.85, 'e': 0.901747944988745}",30,0,-68.66050427640297,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
448,False,"{'a': 0.85, 'e': 0.901315231947341}",25,0,-109.2315463126488,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
449,False,"{'a': 0.85, 'e': 0.9008816175907802}",35,7,-147.72029020738069,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 3}",1
450,False,"{'a': 0.85, 'e': 0.9004471023526769}",20,0,-148.96080747609219,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
451,False,"{'a': 0.85, 'e': 0.9000116866675463}",20,0,-89.22920001542155,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
452,False,"{'a': 0.85, 'e': 0.899575370970804}",25,0,-27.47984507840231,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
453,False,"{'a': 0.85, 'e': 0.8991381556987657}",30,0,-150.86202549006578,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
454,False,"{'a': 0.85, 'e': 0.8987000412886466}",25,0,-106.46933704167428,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
455,False,"{'a': 0.85, 'e': 0.8982610281785611}",20,0,-77.23378037740792,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
456,False,"{'a': 0.85, 'e': 0.8978211168075223}",25,0,-144.29352997281566,"{0: 10, 1: 4, 2: 10, 3: 0, 4: 1}",0
457,False,"{'a': 0.85, 'e': 0.8973803076154415}",25,0,-117.83776862033656,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
458,False,"{'a': 0.85, 'e': 0.896938601043128}",20,0,-98.1438229800081,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
459,False,"{'a': 0.85, 'e': 0.8964959975322879}",20,0,-68.24069720937672,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
460,False,"{'a': 0.85, 'e': 0.8960524975255253}",25,4,-127.34796579264328,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 3}",1
461,False,"{'a': 0.85, 'e': 0.8956081014663396}",20,14,-37.66744732969078,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
462,False,"{'a': 0.85, 'e': 0.8951628097991272}",20,0,-65.50604490166752,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
463,False,"{'a': 0.85, 'e': 0.8947166229691795}",20,0,-157.12191292968885,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
464,False,"{'a': 0.85, 'e': 0.8942695414226836}",30,13,-22.47141864597473,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
465,False,"{'a': 0.85, 'e': 0.8938215656067205}",20,10,-34.63753488212387,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
466,False,"{'a': 0.85, 'e': 0.8933726959692665}",30,0,-40.63579108727145,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
467,False,"{'a': 0.85, 'e': 0.8929229329591909}",25,0,-187.13911430655247,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
468,False,"{'a': 0.85, 'e': 0.8924722770262568}",20,0,-228.84164197973573,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 5}",0
469,False,"{'a': 0.85, 'e': 0.89202072862112}",20,0,-21.229949433448006,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
470,False,"{'a': 0.85, 'e': 0.8915682881953289}",20,0,-126.63520001957747,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
471,False,"{'a': 0.85, 'e': 0.891114956201324}",20,0,-111.23645270827328,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
472,False,"{'a': 0.85, 'e': 0.890660733092437}",25,0,-77.89237638022907,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
473,False,"{'a': 0.85, 'e': 0.8902056193228912}",30,4,-74.43154947783205,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 0}",1
474,False,"{'a': 0.85, 'e': 0.8897496153478003}",25,0,-154.81173041664013,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
475,False,"{'a': 0.85, 'e': 0.8892927216231682}",20,0,-144.12887287360266,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
476,False,"{'a': 0.85, 'e': 0.8888349386058886}",25,0,-133.84943227188853,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
477,False,"{'a': 0.85, 'e': 0.8883762667537444}",30,0,-146.76869539606503,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
478,False,"{'a': 0.85, 'e': 0.8879167065254074}",30,0,-55.43428112799022,"{0: 19, 1: 7, 2: 4, 3: 0, 4: 0}",0
479,False,"{'a': 0.85, 'e': 0.8874562583804381}",20,0,-51.836077285779474,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
480,False,"{'a': 0.85, 'e': 0.8869949227792842}",30,0,-199.56874187046776,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
481,False,"{'a': 0.85, 'e': 0.8865327001832815}",30,0,-215.62726180848338,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
482,False,"{'a': 0.85, 'e': 0.8860695910546524}",25,12,-43.46582061851773,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
483,False,"{'a': 0.85, 'e': 0.8856055958565062}",20,0,-34.72089767482337,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
484,False,"{'a': 0.85, 'e': 0.8851407150528379}",25,0,-121.54353142485633,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
485,False,"{'a': 0.85, 'e': 0.8846749491085283}",20,0,-56.75883978856886,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
486,False,"{'a': 0.85, 'e': 0.8842082984893433}",25,0,-55.5036444564743,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
487,False,"{'a': 0.85, 'e': 0.8837407636619335}",20,0,-71.67241107767676,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
488,False,"{'a': 0.85, 'e': 0.8832723450938338}",20,0,-129.07971836952032,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
489,False,"{'a': 0.85, 'e': 0.8828030432534625}",30,0,-140.19172725370532,"{0: 20, 1: 0, 2: 6, 3: 3, 4: 1}",0
490,False,"{'a': 0.85, 'e': 0.8823328586101216}",20,0,-49.59479189228705,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
491,False,"{'a': 0.85, 'e': 0.8818617916339955}",20,2,-18.90229637789493,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
492,False,"{'a': 0.85, 'e': 0.8813898427961513}",30,0,-156.85979952805653,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
493,False,"{'a': 0.85, 'e': 0.8809170125685377}",30,0,-23.66017363095031,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
494,False,"{'a': 0.85, 'e': 0.880443301423985}",25,2,-18.815351713545073,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
495,False,"{'a': 0.85, 'e': 0.8799687098362042}",25,0,-126.83830803647139,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
496,False,"{'a': 0.85, 'e': 0.879493238279787}",25,0,-121.95807387502359,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
497,False,"{'a': 0.85, 'e': 0.8790168872302047}",20,0,-169.8008190213166,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
498,False,"{'a': 0.85, 'e': 0.8785396571638084}",25,0,-85.18659289097292,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
499,False,"{'a': 0.85, 'e': 0.8780615485578283}",20,13,-51.990003673478554,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
500,False,"{'a': 0.85, 'e': 0.8775825618903728}",20,6,-133.45867290213258,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 2}",1
501,False,"{'a': 0.85, 'e': 0.8771026976404284}",25,0,-61.78787200544487,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
502,False,"{'a': 0.85, 'e': 0.8766219562878595}",20,0,-72.08366765516044,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
503,False,"{'a': 0.85, 'e': 0.8761403383134074}",20,0,-110.49257951312877,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
504,False,"{'a': 0.85, 'e': 0.87565784419869}",25,0,-69.44543928352265,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
505,False,"{'a': 0.85, 'e': 0.8751744744262013}",30,0,-73.97004989961138,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
506,False,"{'a': 0.85, 'e': 0.8746902294793112}",20,0,-166.46419712372384,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
507,False,"{'a': 0.85, 'e': 0.8742051098422645}",25,4,-169.37627850298313,"{0: 14, 1: 1, 2: 0, 3: 3, 4: 3}",1
508,False,"{'a': 0.85, 'e': 0.8737191160001807}",35,9,-47.716926872328614,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 0}",1
509,False,"{'a': 0.85, 'e': 0.8732322484390538}",30,0,-173.95118721211608,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
510,False,"{'a': 0.85, 'e': 0.8727445076457513}",35,0,-64.6839278971848,"{0: 27, 1: 3, 2: 4, 3: 0, 4: 1}",0
511,False,"{'a': 0.85, 'e': 0.8722558941080137}",20,0,-89.62972460056659,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
512,False,"{'a': 0.85, 'e': 0.8717664083144548}",20,0,-8.891285662269361,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
513,False,"{'a': 0.85, 'e': 0.8712760507545603}",25,6,0.6542418614423531,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.85, 'e': 0.8707848219186876}",25,0,-120.2622228590733,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
515,False,"{'a': 0.85, 'e': 0.8702927222980654}",30,0,-81.24891322448906,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
516,False,"{'a': 0.85, 'e': 0.8697997523847936}",20,0,-60.60714275833765,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
517,False,"{'a': 0.85, 'e': 0.8693059126718419}",20,0,-137.1458133190382,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
518,False,"{'a': 0.85, 'e': 0.8688112036530499}",20,0,-98.05915684184556,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
519,False,"{'a': 0.85, 'e': 0.8683156258231266}",25,0,-134.81757949434103,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
520,False,"{'a': 0.85, 'e': 0.8678191796776499}",20,3,-119.10635381248171,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 3}",1
521,False,"{'a': 0.85, 'e': 0.8673218657130658}",20,0,-150.39102289176773,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
522,False,"{'a': 0.85, 'e': 0.8668236844266883}",20,0,-110.45095036894448,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
523,False,"{'a': 0.85, 'e': 0.8663246363166986}",20,0,-102.73954367909408,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
524,False,"{'a': 0.85, 'e': 0.8658247218821449}",25,0,-173.73983310639005,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
525,False,"{'a': 0.85, 'e': 0.8653239416229412}",25,0,-104.9710902176489,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
526,False,"{'a': 0.85, 'e': 0.8648222960398682}",30,8,-144.97693167148785,"{0: 9, 1: 2, 2: 9, 3: 1, 4: 1}",1
527,False,"{'a': 0.85, 'e': 0.8643197856345712}",25,0,-151.9589281043309,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
528,False,"{'a': 0.85, 'e': 0.8638164109095605}",20,0,-123.09128788321006,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
529,False,"{'a': 0.85, 'e': 0.863312172368211}",25,4,-80.64943132413285,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 1}",1
530,False,"{'a': 0.85, 'e': 0.862807070514761}",25,0,-118.9157513022495,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
531,False,"{'a': 0.85, 'e': 0.8623011058543124}",25,0,-147.03883757264887,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
532,False,"{'a': 0.85, 'e': 0.8617942788928298}",20,0,-79.02538956126878,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
533,False,"{'a': 0.85, 'e': 0.8612865901371402}",20,0,-22.743658164849922,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
534,False,"{'a': 0.85, 'e': 0.8607780400949321}",20,0,-106.05750472571432,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
535,False,"{'a': 0.85, 'e': 0.8602686292747557}",25,0,-203.5777822461128,"{0: 10, 1: 4, 2: 8, 3: 0, 4: 3}",0
536,False,"{'a': 0.85, 'e': 0.8597583581860216}",30,0,-72.48524707890934,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
537,False,"{'a': 0.85, 'e': 0.8592472273390012}",25,0,-99.19089721875255,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
538,False,"{'a': 0.85, 'e': 0.8587352372448249}",25,0,-116.20560407557403,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
539,False,"{'a': 0.85, 'e': 0.8582223884154829}",35,0,-259.7292397107599,"{0: 18, 1: 0, 2: 12, 3: 2, 4: 3}",0
540,False,"{'a': 0.85, 'e': 0.8577086813638242}",25,0,-7.0406753811525675,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
541,False,"{'a': 0.85, 'e': 0.8571941166035554}",25,0,-153.828852321396,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
542,False,"{'a': 0.85, 'e': 0.8566786946492415}",20,0,-135.15047888979433,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
543,False,"{'a': 0.85, 'e': 0.8561624160163044}",25,0,-93.05208254142933,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
544,False,"{'a': 0.85, 'e': 0.8556452812210225}",20,0,-133.43110079597676,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
